"dataset_notice","customer_id","full_name","phone_number","bank_name","account_number","upi_id","profile_image_url","balance","upi_pin","age_group","digital_literacy","average_tx_amount","normal_hours","known_beneficiaries"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C344","Mira Fictional 344","+91 98243 00344","Apex Global Bank","XXXX-XXXX-4843","mirafictional344@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c344","INR 2,40,191.00","4131","18-30","Basic","INR 18,239.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C345","Yash Sample 345","+91 98244 00345","Apex Global Bank","XXXX-XXXX-4844","yashsample345@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c345","INR 2,41,128.00","042212","31-45","Advanced","INR 18,312.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C346","Saanvi Mock 346","+91 98245 00346","Apex Global Bank","XXXX-XXXX-4845","saanvimock346@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c346","INR 2,42,065.00","4165","46-60","Moderate","INR 18,385.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C347","Advik Training 347","+91 98246 00347","Apex Global Bank","XXXX-XXXX-4846","adviktraining347@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c347","INR 2,43,002.00","042558","61-75","Basic","INR 18,458.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C348","Riya Demo 348","+91 98247 00348","Apex Global Bank","XXXX-XXXX-4847","riyademo348@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c348","INR 2,43,939.00","4199","18-30","Advanced","INR 531.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C349","Karan Example 349","+91 98248 00349","Apex Global Bank","XXXX-XXXX-4848","karanexample349@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c349","INR 2,44,876.00","042904","31-45","Moderate","INR 604.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C350","Pooja Sandbox 350","+91 98249 00350","Apex Global Bank","XXXX-XXXX-4849","poojasandbox350@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c350","INR 2,45,813.00","4233","46-60","Basic","INR 677.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C351","Ramaswamy Iyer 351","+91 98250 00351","Apex Global Bank","XXXX-XXXX-4850","ramaswamyiyer351@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c351","INR 2,46,750.00","043250","61-75","Advanced","INR 750.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C352","Aarav Test 352","+91 98251 00352","Apex Global Bank","XXXX-XXXX-4851","aaravtest352@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c352","INR 2,47,687.00","4267","18-30","Moderate","INR 823.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C353","Diya Prototype 353","+91 98252 00353","Apex Global Bank","XXXX-XXXX-4852","diyaprototype353@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c353","INR 2,48,624.00","043596","31-45","Basic","INR 896.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C354","Kabir Fictional 354","+91 98253 00354","Apex Global Bank","XXXX-XXXX-4853","kabirfictional354@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c354","INR 2,49,561.00","4301","46-60","Advanced","INR 969.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C355","Meera Sample 355","+91 98254 00355","Apex Global Bank","XXXX-XXXX-4854","meerasample355@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c355","INR 2,50,498.00","043942","61-75","Moderate","INR 1,042.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C356","Arjun Mock 356","+91 98255 00356","Apex Global Bank","XXXX-XXXX-4855","arjunmock356@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c356","INR 2,51,435.00","4335","18-30","Basic","INR 1,115.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C357","Anaya Training 357","+91 98256 00357","Apex Global Bank","XXXX-XXXX-4856","anayatraining357@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c357","INR 2,52,372.00","044288","31-45","Advanced","INR 1,188.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C358","Vihaan Demo 358","+91 98257 00358","Apex Global Bank","XXXX-XXXX-4857","vihaandemo358@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c358","INR 2,53,309.00","4369","46-60","Moderate","INR 1,261.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C359","Isha Example 359","+91 98258 00359","Apex Global Bank","XXXX-XXXX-4858","ishaexample359@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c359","INR 2,54,246.00","044634","61-75","Basic","INR 1,334.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C360","Rohan Sandbox 360","+91 98259 00360","Apex Global Bank","XXXX-XXXX-4859","rohansandbox360@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c360","INR 2,55,183.00","4403","18-30","Advanced","INR 1,407.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C361","Kavya Iyer 361","+91 98260 00361","Apex Global Bank","XXXX-XXXX-4860","kavyaiyer361@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c361","INR 2,56,120.00","044980","31-45","Moderate","INR 1,480.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C362","Dev Test 362","+91 98261 00362","Apex Global Bank","XXXX-XXXX-4861","devtest362@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c362","INR 2,57,057.00","4437","46-60","Basic","INR 1,553.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C363","Tara Prototype 363","+91 98262 00363","Apex Global Bank","XXXX-XXXX-4862","taraprototype363@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c363","INR 2,57,994.00","045326","61-75","Advanced","INR 1,626.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C364","Ishaan Fictional 364","+91 98263 00364","Apex Global Bank","XXXX-XXXX-4863","ishaanfictional364@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c364","INR 2,58,931.00","4471","18-30","Moderate","INR 1,699.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C365","Naina Sample 365","+91 98264 00365","Apex Global Bank","XXXX-XXXX-4864","nainasample365@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c365","INR 2,59,868.00","045672","31-45","Basic","INR 1,772.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C366","Reyansh Mock 366","+91 98265 00366","Apex Global Bank","XXXX-XXXX-4865","reyanshmock366@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c366","INR 2,60,805.00","4505","46-60","Advanced","INR 1,845.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C367","Aditi Training 367","+91 98266 00367","Apex Global Bank","XXXX-XXXX-4866","adititraining367@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c367","INR 2,61,742.00","046018","61-75","Moderate","INR 1,918.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C368","Neil Demo 368","+91 98267 00368","Apex Global Bank","XXXX-XXXX-4867","neildemo368@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c368","INR 2,62,679.00","4539","18-30","Basic","INR 1,991.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C369","Mira Example 369","+91 98268 00369","Apex Global Bank","XXXX-XXXX-4868","miraexample369@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c369","INR 2,63,616.00","046364","31-45","Advanced","INR 2,064.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C370","Yash Sandbox 370","+91 98269 00370","Apex Global Bank","XXXX-XXXX-4869","yashsandbox370@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c370","INR 2,64,553.00","4573","46-60","Moderate","INR 2,137.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C371","Saanvi Iyer 371","+91 98270 00371","Apex Global Bank","XXXX-XXXX-4870","saanviiyer371@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c371","INR 2,65,490.00","046710","61-75","Basic","INR 2,210.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C372","Advik Test 372","+91 98271 00372","Apex Global Bank","XXXX-XXXX-4871","adviktest372@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c372","INR 2,66,427.00","4607","18-30","Advanced","INR 2,283.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C373","Riya Prototype 373","+91 98272 00373","Apex Global Bank","XXXX-XXXX-4872","riyaprototype373@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c373","INR 2,67,364.00","047056","31-45","Moderate","INR 2,356.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C374","Karan Fictional 374","+91 98273 00374","Apex Global Bank","XXXX-XXXX-4873","karanfictional374@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c374","INR 2,68,301.00","4641","46-60","Basic","INR 2,429.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C375","Pooja Sample 375","+91 98274 00375","Apex Global Bank","XXXX-XXXX-4874","poojasample375@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c375","INR 2,69,238.00","047402","61-75","Advanced","INR 2,502.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C376","Ramaswamy Mock 376","+91 98275 00376","Apex Global Bank","XXXX-XXXX-4875","ramaswamymock376@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c376","INR 2,70,175.00","4675","18-30","Moderate","INR 2,575.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C377","Aarav Training 377","+91 98276 00377","Apex Global Bank","XXXX-XXXX-4876","aaravtraining377@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c377","INR 2,71,112.00","047748","31-45","Basic","INR 2,648.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C378","Diya Demo 378","+91 98277 00378","Apex Global Bank","XXXX-XXXX-4877","diyademo378@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c378","INR 2,72,049.00","4709","46-60","Advanced","INR 2,721.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C379","Kabir Example 379","+91 98278 00379","Apex Global Bank","XXXX-XXXX-4878","kabirexample379@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c379","INR 2,72,986.00","048094","61-75","Moderate","INR 2,794.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C380","Meera Sandbox 380","+91 98279 00380","Apex Global Bank","XXXX-XXXX-4879","meerasandbox380@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c380","INR 2,73,923.00","4743","18-30","Basic","INR 2,867.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C381","Arjun Iyer 381","+91 98280 00381","Apex Global Bank","XXXX-XXXX-4880","arjuniyer381@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c381","INR 2,74,860.00","048440","31-45","Advanced","INR 2,940.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C382","Anaya Test 382","+91 98281 00382","Apex Global Bank","XXXX-XXXX-4881","anayatest382@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c382","INR 2,75,797.00","4777","46-60","Moderate","INR 3,013.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C383","Vihaan Prototype 383","+91 98282 00383","Apex Global Bank","XXXX-XXXX-4882","vihaanprototype383@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c383","INR 2,76,734.00","048786","61-75","Basic","INR 3,086.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C384","Isha Fictional 384","+91 98283 00384","Apex Global Bank","XXXX-XXXX-4883","ishafictional384@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c384","INR 2,77,671.00","4811","18-30","Advanced","INR 3,159.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C385","Rohan Sample 385","+91 98284 00385","Apex Global Bank","XXXX-XXXX-4884","rohansample385@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c385","INR 2,78,608.00","049132","31-45","Moderate","INR 3,232.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C386","Kavya Mock 386","+91 98285 00386","Apex Global Bank","XXXX-XXXX-4885","kavyamock386@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c386","INR 2,79,545.00","4845","46-60","Basic","INR 3,305.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C387","Dev Training 387","+91 98286 00387","Apex Global Bank","XXXX-XXXX-4886","devtraining387@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c387","INR 2,80,482.00","049478","61-75","Advanced","INR 3,378.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C388","Tara Demo 388","+91 98287 00388","Apex Global Bank","XXXX-XXXX-4887","tarademo388@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c388","INR 2,81,419.00","4879","18-30","Moderate","INR 3,451.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C389","Ishaan Example 389","+91 98288 00389","Apex Global Bank","XXXX-XXXX-4888","ishaanexample389@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c389","INR 2,82,356.00","049824","31-45","Basic","INR 3,524.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C390","Naina Sandbox 390","+91 98289 00390","Apex Global Bank","XXXX-XXXX-4889","nainasandbox390@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c390","INR 2,83,293.00","4913","46-60","Advanced","INR 3,597.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C391","Reyansh Iyer 391","+91 98290 00391","Apex Global Bank","XXXX-XXXX-4890","reyanshiyer391@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c391","INR 2,84,230.00","050170","61-75","Moderate","INR 3,670.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C392","Aditi Test 392","+91 98291 00392","Apex Global Bank","XXXX-XXXX-4891","adititest392@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c392","INR 2,85,167.00","4947","18-30","Basic","INR 3,743.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C393","Neil Prototype 393","+91 98292 00393","Apex Global Bank","XXXX-XXXX-4892","neilprototype393@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c393","INR 2,86,104.00","050516","31-45","Advanced","INR 3,816.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C394","Mira Fictional 394","+91 98293 00394","Apex Global Bank","XXXX-XXXX-4893","mirafictional394@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c394","INR 2,87,041.00","4981","46-60","Moderate","INR 3,889.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C395","Yash Sample 395","+91 98294 00395","Apex Global Bank","XXXX-XXXX-4894","yashsample395@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c395","INR 2,87,978.00","050862","61-75","Basic","INR 3,962.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C396","Saanvi Mock 396","+91 98295 00396","Apex Global Bank","XXXX-XXXX-4895","saanvimock396@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c396","INR 2,88,915.00","5015","18-30","Advanced","INR 4,035.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C397","Advik Training 397","+91 98296 00397","Apex Global Bank","XXXX-XXXX-4896","adviktraining397@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c397","INR 2,89,852.00","051208","31-45","Moderate","INR 4,108.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C398","Riya Demo 398","+91 98297 00398","Apex Global Bank","XXXX-XXXX-4897","riyademo398@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c398","INR 2,90,789.00","5049","46-60","Basic","INR 4,181.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C399","Karan Example 399","+91 98298 00399","Apex Global Bank","XXXX-XXXX-4898","karanexample399@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c399","INR 2,91,726.00","051554","61-75","Advanced","INR 4,254.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C400","Pooja Sandbox 400","+91 98299 00400","Apex Global Bank","XXXX-XXXX-4899","poojasandbox400@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c400","INR 2,92,663.00","5083","18-30","Moderate","INR 4,327.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C401","Ramaswamy Iyer 401","+91 98300 00401","Apex Global Bank","XXXX-XXXX-4800","ramaswamyiyer401@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c401","INR 2,93,600.00","051900","31-45","Basic","INR 4,400.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C402","Aarav Test 402","+91 98301 00402","Apex Global Bank","XXXX-XXXX-4801","aaravtest402@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c402","INR 2,94,537.00","5117","46-60","Advanced","INR 4,473.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C403","Diya Prototype 403","+91 98302 00403","Apex Global Bank","XXXX-XXXX-4802","diyaprototype403@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c403","INR 2,95,474.00","052246","61-75","Moderate","INR 4,546.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C404","Kabir Fictional 404","+91 98303 00404","Apex Global Bank","XXXX-XXXX-4803","kabirfictional404@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c404","INR 2,96,411.00","5151","18-30","Basic","INR 4,619.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C405","Meera Sample 405","+91 98304 00405","Apex Global Bank","XXXX-XXXX-4804","meerasample405@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c405","INR 2,97,348.00","052592","31-45","Advanced","INR 4,692.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C406","Arjun Mock 406","+91 98305 00406","Apex Global Bank","XXXX-XXXX-4805","arjunmock406@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c406","INR 2,98,285.00","5185","46-60","Moderate","INR 4,765.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
