"dataset_notice","client_id","full_name","date_of_birth","home_address","phone_number","email_address","government_id_passport","government_id_tax","job_title","employer_name","annual_income_inr","source_of_money","credit_score","credit_history","other_assets_inr","outstanding_loans_inr","account_balance_inr","deposit_withdrawal_history","transfer_history","card_purchase_locations","payees_merchants","ip_address","device_type","mobile_app_usage_habits","last_login_datetime","app_location_data"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0260","Kavya Training 260","1983-08-25","360 Example Lane, Demo Nagar, Test State 000000","+91-00000-00260","client0260@example.invalid","SYN-PPT-000260","SYN-TAX-000260","Nurse","Test Education Trust","1258000","Synthetic business income","662","Synthetic: limited repayment history","3144780","600340","403020","2026-08-25 Deposit: Synthetic salary INR 104833; 2026-08-08 Withdrawal: Synthetic ATM INR 1120","2026-08-25 Sent INR 22080 to B003 - Merchant Settlement (Synthetic); 2026-08-03 Received INR 8540 from Synthetic sender","Sample Pharmacy, Demo Sector 10; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.6","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-13 16:20:00 IST","SIMULATED: Demo Zone 20, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0261","Dev Demo 261","1984-09-01","361 Example Lane, Demo Nagar, Test State 000000","+91-00000-00261","client0261@example.invalid","SYN-PPT-000261","SYN-TAX-000261","Software Analyst","Sandbox Logistics","1275300","Synthetic salary income","669","Synthetic: limited repayment history","3156683","602649","407947","2026-09-01 Deposit: Synthetic salary INR 106275; 2026-09-11 Withdrawal: Synthetic ATM INR 1157","2026-09-01 Sent INR 22163 to B001 - Family Transfer (Synthetic); 2026-09-06 Received INR 8569 from Synthetic sender","Example Fuel Station, Demo Sector 11; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.7","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-18 17:27:00 IST","SIMULATED: Demo Zone 1, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0262","Tara Example 262","1985-10-04","362 Example Lane, Demo Nagar, Test State 000000","+91-00000-00262","client0262@example.invalid","SYN-PPT-000262","SYN-TAX-000262","Sales Associate","Prototype Systems","1292600","Synthetic salary income","676","Synthetic: limited repayment history","3168586","604958","412874","2026-10-04 Deposit: Synthetic salary INR 107717; 2026-10-14 Withdrawal: Synthetic ATM INR 1194","2026-10-04 Sent INR 22246 to B002 - Utility Account (Synthetic); 2026-10-09 Received INR 8598 from Synthetic sender","Test Cafe, Demo Sector 12; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.8","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-23 18:34:00 IST","SIMULATED: Demo Zone 2, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0263","Ishaan Sandbox 263","1986-11-07","363 Example Lane, Demo Nagar, Test State 000000","+91-00000-00263","client0263@example.invalid","SYN-PPT-000263","SYN-TAX-000263","Operations Lead","Example Foods","1309900","Synthetic salary income","683","Synthetic: satisfactory repayment pattern","3180489","607267","417801","2026-11-07 Deposit: Synthetic salary INR 109158; 2026-11-17 Withdrawal: Synthetic ATM INR 1231","2026-11-07 Sent INR 22329 to B003 - Merchant Settlement (Synthetic); 2026-11-12 Received INR 8627 from Synthetic sender","Mock Electronics, Demo Sector 13; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.9","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-28 19:41:00 IST","SIMULATED: Demo Zone 3, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0264","Naina Fictional 264","1987-12-10","364 Example Lane, Demo Nagar, Test State 000000","+91-00000-00264","client0264@example.invalid","SYN-PPT-000264","SYN-TAX-000264","Self-employed Consultant","Mock Finance Services","1327200","Synthetic business income","690","Synthetic: satisfactory repayment pattern","3192392","609576","422728","2026-12-10 Deposit: Synthetic salary INR 110600; 2026-12-20 Withdrawal: Synthetic ATM INR 1268","2026-12-10 Sent INR 22412 to B001 - Family Transfer (Synthetic); 2026-12-15 Received INR 8656 from Synthetic sender","Sandbox Market, Demo Sector 14; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.10","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-05 08:48:00 IST","SIMULATED: Demo Zone 4, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0265","Reyansh Test 265","1988-01-13","365 Example Lane, Demo Nagar, Test State 000000","+91-00000-00265","client0265@example.invalid","SYN-PPT-000265","SYN-TAX-000265","Accounts Executive","Example Retail Ltd","1344500","Synthetic salary income","697","Synthetic: satisfactory repayment pattern","3204295","611885","427655","2026-01-13 Deposit: Synthetic salary INR 112042; 2026-01-23 Withdrawal: Synthetic ATM INR 1305","2026-01-13 Sent INR 22495 to B002 - Utility Account (Synthetic); 2026-01-18 Received INR 8685 from Synthetic sender","Demo Grocers, Demo Sector 15; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.11","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-10 09:55:00 IST","SIMULATED: Demo Zone 5, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0266","Aditi Prototype 266","1989-02-16","366 Example Lane, Demo Nagar, Test State 000000","+91-00000-00266","client0266@example.invalid","SYN-PPT-000266","SYN-TAX-000266","Teacher","Demo Health Services","1361800","Synthetic salary income","704","Synthetic: satisfactory repayment pattern","3216198","614194","432582","2026-02-16 Deposit: Synthetic salary INR 113483; 2026-02-26 Withdrawal: Synthetic ATM INR 1342","2026-02-16 Sent INR 22578 to B003 - Merchant Settlement (Synthetic); 2026-02-21 Received INR 8714 from Synthetic sender","Sample Pharmacy, Demo Sector 16; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.12","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-15 10:02:00 IST","SIMULATED: Demo Zone 6, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0267","Neil Simulated 267","1990-03-19","367 Example Lane, Demo Nagar, Test State 000000","+91-00000-00267","client0267@example.invalid","SYN-PPT-000267","SYN-TAX-000267","Store Manager","Sample Manufacturing","1379100","Synthetic salary income","711","Synthetic: satisfactory repayment pattern","3228101","616503","437509","2026-03-19 Deposit: Synthetic salary INR 114925; 2026-03-02 Withdrawal: Synthetic ATM INR 1379","2026-03-19 Sent INR 22661 to B001 - Family Transfer (Synthetic); 2026-03-24 Received INR 8743 from Synthetic sender","Example Fuel Station, Demo Sector 17; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.13","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-20 11:09:00 IST","SIMULATED: Demo Zone 7, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0268","Mira Sample 268","1991-04-22","368 Example Lane, Demo Nagar, Test State 000000","+91-00000-00268","client0268@example.invalid","SYN-PPT-000268","SYN-TAX-000268","Nurse","Test Education Trust","1396400","Synthetic business income","718","Synthetic: satisfactory repayment pattern","3240004","618812","442436","2026-04-22 Deposit: Synthetic salary INR 116367; 2026-04-05 Withdrawal: Synthetic ATM INR 1416","2026-04-22 Sent INR 22744 to B002 - Utility Account (Synthetic); 2026-04-27 Received INR 8772 from Synthetic sender","Test Cafe, Demo Sector 18; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.14","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-25 12:16:00 IST","SIMULATED: Demo Zone 8, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0269","Yash Mock 269","1992-05-25","369 Example Lane, Demo Nagar, Test State 000000","+91-00000-00269","client0269@example.invalid","SYN-PPT-000269","SYN-TAX-000269","Software Analyst","Sandbox Logistics","1413700","Synthetic salary income","725","Synthetic: satisfactory repayment pattern","51907","621121","447363","2026-05-25 Deposit: Synthetic salary INR 117808; 2026-05-08 Withdrawal: Synthetic ATM INR 1453","2026-05-25 Sent INR 22827 to B003 - Merchant Settlement (Synthetic); 2026-05-03 Received INR 8801 from Synthetic sender","Mock Electronics, Demo Sector 19; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.15","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-02 13:23:00 IST","SIMULATED: Demo Zone 9, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0270","Saanvi Training 270","1948-06-01","370 Example Lane, Demo Nagar, Test State 000000","+91-00000-00270","client0270@example.invalid","SYN-PPT-000270","SYN-TAX-000270","Sales Associate","Prototype Systems","1431000","Synthetic salary income","732","Synthetic: satisfactory repayment pattern","63810","623430","452290","2026-06-01 Deposit: Synthetic salary INR 119250; 2026-06-11 Withdrawal: Synthetic ATM INR 1490","2026-06-01 Sent INR 22910 to B001 - Family Transfer (Synthetic); 2026-06-06 Received INR 8830 from Synthetic sender","Sandbox Market, Demo Sector 20; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.16","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-07 14:30:00 IST","SIMULATED: Demo Zone 10, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0271","Advik Demo 271","1949-07-04","371 Example Lane, Demo Nagar, Test State 000000","+91-00000-00271","client0271@example.invalid","SYN-PPT-000271","SYN-TAX-000271","Operations Lead","Example Foods","1448300","Synthetic salary income","739","Synthetic: satisfactory repayment pattern","75713","625739","457217","2026-07-04 Deposit: Synthetic salary INR 120692; 2026-07-14 Withdrawal: Synthetic ATM INR 1527","2026-07-04 Sent INR 22993 to B002 - Utility Account (Synthetic); 2026-07-09 Received INR 8859 from Synthetic sender","Demo Grocers, Demo Sector 21; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.17","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-12 15:37:00 IST","SIMULATED: Demo Zone 11, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0272","Riya Example 272","1950-08-07","372 Example Lane, Demo Nagar, Test State 000000","+91-00000-00272","client0272@example.invalid","SYN-PPT-000272","SYN-TAX-000272","Self-employed Consultant","Mock Finance Services","1465600","Synthetic business income","746","Synthetic: satisfactory repayment pattern","87616","628048","462144","2026-08-07 Deposit: Synthetic salary INR 122133; 2026-08-17 Withdrawal: Synthetic ATM INR 1564","2026-08-07 Sent INR 23076 to B003 - Merchant Settlement (Synthetic); 2026-08-12 Received INR 8888 from Synthetic sender","Sample Pharmacy, Demo Sector 22; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.18","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-17 16:44:00 IST","SIMULATED: Demo Zone 12, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0273","Karan Sandbox 273","1951-09-10","373 Example Lane, Demo Nagar, Test State 000000","+91-00000-00273","client0273@example.invalid","SYN-PPT-000273","SYN-TAX-000273","Accounts Executive","Example Retail Ltd","1482900","Synthetic salary income","753","Synthetic: strong repayment pattern","99519","630357","467071","2026-09-10 Deposit: Synthetic salary INR 123575; 2026-09-20 Withdrawal: Synthetic ATM INR 1601","2026-09-10 Sent INR 23159 to B001 - Family Transfer (Synthetic); 2026-09-15 Received INR 8917 from Synthetic sender","Example Fuel Station, Demo Sector 23; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.19","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-22 17:51:00 IST","SIMULATED: Demo Zone 13, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0274","Pooja Fictional 274","1952-10-13","374 Example Lane, Demo Nagar, Test State 000000","+91-00000-00274","client0274@example.invalid","SYN-PPT-000274","SYN-TAX-000274","Teacher","Demo Health Services","1500200","Synthetic salary income","760","Synthetic: strong repayment pattern","111422","632666","471998","2026-10-13 Deposit: Synthetic salary INR 125017; 2026-10-23 Withdrawal: Synthetic ATM INR 1638","2026-10-13 Sent INR 23242 to B002 - Utility Account (Synthetic); 2026-10-18 Received INR 8946 from Synthetic sender","Test Cafe, Demo Sector 24; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.20","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-27 18:58:00 IST","SIMULATED: Demo Zone 14, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0275","Samar Test 275","1953-11-16","375 Example Lane, Demo Nagar, Test State 000000","+91-00000-00275","client0275@example.invalid","SYN-PPT-000275","SYN-TAX-000275","Store Manager","Sample Manufacturing","1517500","Synthetic salary income","767","Synthetic: strong repayment pattern","123325","634975","476925","2026-11-16 Deposit: Synthetic salary INR 126458; 2026-11-26 Withdrawal: Synthetic ATM INR 1675","2026-11-16 Sent INR 23325 to B003 - Merchant Settlement (Synthetic); 2026-11-21 Received INR 8975 from Synthetic sender","Mock Electronics, Demo Sector 25; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.21","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-04 19:05:00 IST","SIMULATED: Demo Zone 15, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0276","Aarav Prototype 276","1954-12-19","376 Example Lane, Demo Nagar, Test State 000000","+91-00000-00276","client0276@example.invalid","SYN-PPT-000276","SYN-TAX-000276","Nurse","Test Education Trust","1534800","Synthetic business income","774","Synthetic: strong repayment pattern","135228","637284","481852","2026-12-19 Deposit: Synthetic salary INR 127900; 2026-12-02 Withdrawal: Synthetic ATM INR 1712","2026-12-19 Sent INR 23408 to B001 - Family Transfer (Synthetic); 2026-12-24 Received INR 9004 from Synthetic sender","Sandbox Market, Demo Sector 1; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.22","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-09 08:12:00 IST","SIMULATED: Demo Zone 16, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0277","Diya Simulated 277","1955-01-22","377 Example Lane, Demo Nagar, Test State 000000","+91-00000-00277","client0277@example.invalid","SYN-PPT-000277","SYN-TAX-000277","Software Analyst","Sandbox Logistics","1552100","Synthetic salary income","781","Synthetic: strong repayment pattern","147131","639593","486779","2026-01-22 Deposit: Synthetic salary INR 129342; 2026-01-05 Withdrawal: Synthetic ATM INR 1749","2026-01-22 Sent INR 23491 to B002 - Utility Account (Synthetic); 2026-01-27 Received INR 9033 from Synthetic sender","Demo Grocers, Demo Sector 2; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.23","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-14 09:19:00 IST","SIMULATED: Demo Zone 17, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0278","Kabir Sample 278","1956-02-25","378 Example Lane, Demo Nagar, Test State 000000","+91-00000-00278","client0278@example.invalid","SYN-PPT-000278","SYN-TAX-000278","Sales Associate","Prototype Systems","1569400","Synthetic salary income","788","Synthetic: strong repayment pattern","159034","641902","491706","2026-02-25 Deposit: Synthetic salary INR 130783; 2026-02-08 Withdrawal: Synthetic ATM INR 1786","2026-02-25 Sent INR 23574 to B003 - Merchant Settlement (Synthetic); 2026-02-03 Received INR 9062 from Synthetic sender","Sample Pharmacy, Demo Sector 3; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.24","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-19 10:26:00 IST","SIMULATED: Demo Zone 18, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0279","Meera Mock 279","1957-03-01","379 Example Lane, Demo Nagar, Test State 000000","+91-00000-00279","client0279@example.invalid","SYN-PPT-000279","SYN-TAX-000279","Operations Lead","Example Foods","1586700","Synthetic salary income","795","Synthetic: strong repayment pattern","170937","644211","496633","2026-03-01 Deposit: Synthetic salary INR 132225; 2026-03-11 Withdrawal: Synthetic ATM INR 1823","2026-03-01 Sent INR 23657 to B001 - Family Transfer (Synthetic); 2026-03-06 Received INR 9091 from Synthetic sender","Example Fuel Station, Demo Sector 4; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.25","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-24 11:33:00 IST","SIMULATED: Demo Zone 19, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0280","Arjun Training 280","1958-04-04","380 Example Lane, Demo Nagar, Test State 000000","+91-00000-00280","client0280@example.invalid","SYN-PPT-000280","SYN-TAX-000280","Self-employed Consultant","Mock Finance Services","1604000","Synthetic business income","802","Synthetic: strong repayment pattern","182840","646520","501560","2026-04-04 Deposit: Synthetic salary INR 133667; 2026-04-14 Withdrawal: Synthetic ATM INR 1860","2026-04-04 Sent INR 23740 to B002 - Utility Account (Synthetic); 2026-04-09 Received INR 9120 from Synthetic sender","Test Cafe, Demo Sector 5; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.26","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-01 12:40:00 IST","SIMULATED: Demo Zone 20, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0281","Anaya Demo 281","1959-05-07","381 Example Lane, Demo Nagar, Test State 000000","+91-00000-00281","client0281@example.invalid","SYN-PPT-000281","SYN-TAX-000281","Accounts Executive","Example Retail Ltd","1621300","Synthetic salary income","809","Synthetic: strong repayment pattern","194743","648829","506487","2026-05-07 Deposit: Synthetic salary INR 135108; 2026-05-17 Withdrawal: Synthetic ATM INR 1897","2026-05-07 Sent INR 23823 to B003 - Merchant Settlement (Synthetic); 2026-05-12 Received INR 9149 from Synthetic sender","Mock Electronics, Demo Sector 6; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.27","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-06 13:47:00 IST","SIMULATED: Demo Zone 1, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0282","Vihaan Example 282","1960-06-10","382 Example Lane, Demo Nagar, Test State 000000","+91-00000-00282","client0282@example.invalid","SYN-PPT-000282","SYN-TAX-000282","Teacher","Demo Health Services","1638600","Synthetic salary income","816","Synthetic: strong repayment pattern","206646","651138","511414","2026-06-10 Deposit: Synthetic salary INR 136550; 2026-06-20 Withdrawal: Synthetic ATM INR 1934","2026-06-10 Sent INR 23906 to B001 - Family Transfer (Synthetic); 2026-06-15 Received INR 9178 from Synthetic sender","Sandbox Market, Demo Sector 7; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.28","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-11 14:54:00 IST","SIMULATED: Demo Zone 2, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0283","Isha Sandbox 283","1961-07-13","383 Example Lane, Demo Nagar, Test State 000000","+91-00000-00283","client0283@example.invalid","SYN-PPT-000283","SYN-TAX-000283","Store Manager","Sample Manufacturing","1655900","Synthetic salary income","823","Synthetic: strong repayment pattern","218549","653447","516341","2026-07-13 Deposit: Synthetic salary INR 137992; 2026-07-23 Withdrawal: Synthetic ATM INR 1971","2026-07-13 Sent INR 23989 to B002 - Utility Account (Synthetic); 2026-07-18 Received INR 9207 from Synthetic sender","Demo Grocers, Demo Sector 8; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.29","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-16 15:01:00 IST","SIMULATED: Demo Zone 3, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0284","Rohan Fictional 284","1962-08-16","384 Example Lane, Demo Nagar, Test State 000000","+91-00000-00284","client0284@example.invalid","SYN-PPT-000284","SYN-TAX-000284","Nurse","Test Education Trust","1673200","Synthetic business income","830","Synthetic: strong repayment pattern","230452","655756","521268","2026-08-16 Deposit: Synthetic salary INR 139433; 2026-08-26 Withdrawal: Synthetic ATM INR 2008","2026-08-16 Sent INR 24072 to B003 - Merchant Settlement (Synthetic); 2026-08-21 Received INR 9236 from Synthetic sender","Sample Pharmacy, Demo Sector 9; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.30","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-21 16:08:00 IST","SIMULATED: Demo Zone 4, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0285","Kavya Test 285","1963-09-19","385 Example Lane, Demo Nagar, Test State 000000","+91-00000-00285","client0285@example.invalid","SYN-PPT-000285","SYN-TAX-000285","Software Analyst","Sandbox Logistics","1690500","Synthetic salary income","616","Synthetic: limited repayment history","242355","658065","526195","2026-09-19 Deposit: Synthetic salary INR 140875; 2026-09-02 Withdrawal: Synthetic ATM INR 2045","2026-09-19 Sent INR 24155 to B001 - Family Transfer (Synthetic); 2026-09-24 Received INR 9265 from Synthetic sender","Example Fuel Station, Demo Sector 10; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.31","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-26 17:15:00 IST","SIMULATED: Demo Zone 5, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0286","Dev Prototype 286","1964-10-22","386 Example Lane, Demo Nagar, Test State 000000","+91-00000-00286","client0286@example.invalid","SYN-PPT-000286","SYN-TAX-000286","Sales Associate","Prototype Systems","1707800","Synthetic salary income","623","Synthetic: limited repayment history","254258","660374","531122","2026-10-22 Deposit: Synthetic salary INR 142317; 2026-10-05 Withdrawal: Synthetic ATM INR 2082","2026-10-22 Sent INR 24238 to B002 - Utility Account (Synthetic); 2026-10-27 Received INR 9294 from Synthetic sender","Test Cafe, Demo Sector 11; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.32","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-03 18:22:00 IST","SIMULATED: Demo Zone 6, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0287","Tara Simulated 287","1965-11-25","387 Example Lane, Demo Nagar, Test State 000000","+91-00000-00287","client0287@example.invalid","SYN-PPT-000287","SYN-TAX-000287","Operations Lead","Example Foods","1725100","Synthetic salary income","630","Synthetic: limited repayment history","266161","662683","536049","2026-11-25 Deposit: Synthetic salary INR 143758; 2026-11-08 Withdrawal: Synthetic ATM INR 2119","2026-11-25 Sent INR 24321 to B003 - Merchant Settlement (Synthetic); 2026-11-03 Received INR 9323 from Synthetic sender","Mock Electronics, Demo Sector 12; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.33","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-08 19:29:00 IST","SIMULATED: Demo Zone 7, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0288","Ishaan Sample 288","1966-12-01","388 Example Lane, Demo Nagar, Test State 000000","+91-00000-00288","client0288@example.invalid","SYN-PPT-000288","SYN-TAX-000288","Self-employed Consultant","Mock Finance Services","1742400","Synthetic business income","637","Synthetic: limited repayment history","278064","664992","540976","2026-12-01 Deposit: Synthetic salary INR 145200; 2026-12-11 Withdrawal: Synthetic ATM INR 2156","2026-12-01 Sent INR 24404 to B001 - Family Transfer (Synthetic); 2026-12-06 Received INR 9352 from Synthetic sender","Sandbox Market, Demo Sector 13; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.34","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-13 08:36:00 IST","SIMULATED: Demo Zone 8, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0289","Naina Mock 289","1967-01-04","389 Example Lane, Demo Nagar, Test State 000000","+91-00000-00289","client0289@example.invalid","SYN-PPT-000289","SYN-TAX-000289","Accounts Executive","Example Retail Ltd","1759700","Synthetic salary income","644","Synthetic: limited repayment history","289967","667301","545903","2026-01-04 Deposit: Synthetic salary INR 146642; 2026-01-14 Withdrawal: Synthetic ATM INR 2193","2026-01-04 Sent INR 24487 to B002 - Utility Account (Synthetic); 2026-01-09 Received INR 9381 from Synthetic sender","Demo Grocers, Demo Sector 14; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.35","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-18 09:43:00 IST","SIMULATED: Demo Zone 9, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0290","Reyansh Training 290","1968-02-07","390 Example Lane, Demo Nagar, Test State 000000","+91-00000-00290","client0290@example.invalid","SYN-PPT-000290","SYN-TAX-000290","Teacher","Demo Health Services","1777000","Synthetic salary income","651","Synthetic: limited repayment history","301870","669610","550830","2026-02-07 Deposit: Synthetic salary INR 148083; 2026-02-17 Withdrawal: Synthetic ATM INR 2230","2026-02-07 Sent INR 24570 to B003 - Merchant Settlement (Synthetic); 2026-02-12 Received INR 9410 from Synthetic sender","Sample Pharmacy, Demo Sector 15; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.36","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-23 10:50:00 IST","SIMULATED: Demo Zone 10, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0291","Aditi Demo 291","1969-03-10","391 Example Lane, Demo Nagar, Test State 000000","+91-00000-00291","client0291@example.invalid","SYN-PPT-000291","SYN-TAX-000291","Store Manager","Sample Manufacturing","1794300","Synthetic salary income","658","Synthetic: limited repayment history","313773","671919","555757","2026-03-10 Deposit: Synthetic salary INR 149525; 2026-03-20 Withdrawal: Synthetic ATM INR 2267","2026-03-10 Sent INR 24653 to B001 - Family Transfer (Synthetic); 2026-03-15 Received INR 9439 from Synthetic sender","Example Fuel Station, Demo Sector 16; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.37","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-28 11:57:00 IST","SIMULATED: Demo Zone 11, Example City, Test State"
